village_officer_domain,village_officer_domain_no,house_address,nic,gender,district
Ninthavur 02,40,205,44742,F,ampara
Ninthavur 02,40,216/B,430085,F,ampara
Ninthavur 03,39,27,561353,F,ampara
Ninthavur 03,39,277,562080,M,ampara
Ninthavur 03,39,310/A,727465,F,ampara
Ninthavur 03,39,318,456503,F,ampara
Ninthavur 03,39,373,311293,F,ampara
Ninthavur 03,39,468,101124,M,ampara
Ninthavur 03,39,575,769769,M,ampara
Ninthavur 03,39,609,85745,M,ampara
Ninthavur 03,39,676,501653,M,ampara
Ninthavur 03,39,711,515269,M,ampara
Ninthavur 04,38,42,476813,M,ampara
Ninthavur 04,38,43,596481,F,ampara
Ninthavur 04,38,46,213218,F,ampara
Ninthavur 04,38,112/1,55903,M,ampara
Ninthavur 04,38,177,274951,M,ampara
Ninthavur 04,38,188,213194,M,ampara
Ninthavur 04,38,215,613121,M,ampara
Ninthavur 04,38,249,398961,M,ampara
Ninthavur 04,38,475,396230,F,ampara
Ninthavur 04,38,493,196626,M,ampara
Ninthavur 04,38,591,48005,M,ampara
Ninthavur 04,38,596,790261,M,ampara
Ninthavur 05,37,36/2,651189,M,ampara
Ninthavur 05,37,45/4,167685,F,ampara
Ninthavur 05,37,139,681379,F,ampara
Ninthavur 05,37,154,536877,M,ampara
Ninthavur 05,37,223/7/A,421080,M,ampara
Ninthavur 05,37,260,446886,F,ampara
Ninthavur 05,37,276/1,193564,M,ampara
Ninthavur 05,37,281/1,539650,F,ampara
Ninthavur 05,37,386,495242,M,ampara
Ninthavur 05,37,317/1,4742,F,ampara
Ninthavur 05,37,323/1,717273,F,ampara
Ninthavur 05,37,345,28878,M,ampara
Ninthavur 05,37,360,64693,F,ampara
Ninthavur 05,37,365,648679,M,ampara
Ninthavur 05,37,430/1,106380,M,ampara
Ninthavur 05,37,495,768481,M,ampara
Ninthavur 05,37,516,3536,M,ampara
Ninthavur 06,38A,1-Jul,813086,M,ampara
Ninthavur 06,38A,27/1,913697,M,ampara
Ninthavur 06,38A,82,404442,M,ampara
Ninthavur 06,38A,122/1,466485,F,ampara
Ninthavur 06,38A,124,105232,M,ampara
Ninthavur 06,38A,132,306212,F,ampara
Ninthavur 06,38A,133/1,129286,F,ampara
Ninthavur 06,38A,167/1,551603,M,ampara
Ninthavur 06,38A,174/2,448218,M,ampara
Ninthavur 06,38A,209/1,466207,F,ampara
Ninthavur 06,38A,225/1,879467,F,ampara
Ninthavur 06,38A,241/1,487358,F,ampara
Ninthavur 06,38A,258,533874,F,ampara
Ninthavur 06,38A,260,923138,F,ampara
Ninthavur 07,37A,99,100521,M,ampara
Ninthavur 07,37A,101/B,77634,M,ampara
Ninthavur 07,37A,123/1,245403,F,ampara
Ninthavur 07,37A,151/B,976514,F,ampara
Ninthavur 07,37A,206/A,943937,F,ampara
Ninthavur 07,37A,261/A/1,654878,F,ampara
Ninthavur 07,37A,380/A,384450,M,ampara
Ninthavur 08,37B,1/A,569509,F,ampara
Ninthavur 08,37B,16/A,209606,M,ampara
Ninthavur 08,37B,61/C,821115,M,ampara
Ninthavur 08,37B,118/A,665599,F,ampara
Ninthavur 08,37B,206,586803,M,ampara
Ninthavur 08,37B,234/A,325646,F,ampara
Ninthavur 08,37B,249/2,487844,M,ampara
Ninthavur 08,37B,260,774029,M,ampara
Ninthavur 08,37B,273/B,655270,M,ampara
Ninthavur 08,37B,280,93351,M,ampara
Ninthavur 08,37B,324,866653,F,ampara
Ninthavur 09,37C,8/B,684243,M,ampara
Ninthavur 09,37C,244/5,671169,M,ampara
Ninthavur 09,37C,300/B,436106,M,ampara
Ninthavur 09,37C,316/A,530800,F,ampara
Ninthavur 09,37C,84,228405,F,ampara
Ninthavur 09,37C,85,554797,F,ampara
Ninthavur 09,37C,126,904317,F,ampara
Ninthavur 09,37C,136,372214,F,ampara
Ninthavur 09,37C,137/A,488477,M,ampara
Ninthavur 09,37C,151/A,187800,M,ampara
Ninthavur 09,37C,182/B,142741,F,ampara
Ninthavur 09,37C,249/3,876331,M,ampara
Ninthavur 09,37C,261,726747,M,ampara
Ninthavur 09,37C,264/B,198133,M,ampara
Ninthavur 09,37C,318/4/4,666893,M,ampara
Ninthavur 09,37C,328,761896,M,ampara
Ninthavur 09,37C,345/54/A,145493,M,ampara
Ninthavur 13,40A,114,18230,M,ampara
Ninthavur 13,40A,138,705385,F,ampara
Ninthavur 13,40A,160,881415,F,ampara
Ninthavur 13,40A,182/1,685433,F,ampara
Ninthavur 13,40A,203/1,934301,M,ampara
Ninthavur 13,40A,221,931582,F,ampara
Ninthavur 14,39A,40/2/A,911694,M,ampara
Ninthavur 14,39A,105,806533,F,ampara
Ninthavur 14,39A,114,677150,M,ampara
Ninthavur 14,39A,126,463057,M,ampara
Ninthavur 14,39A,145/A,649930,M,ampara
Ninthavur 14,39A,179/2,777357,M,ampara
Ninthavur 15,39B,1-Aug,526053,M,ampara
Ninthavur 15,39B,35/1,661591,M,ampara
Ninthavur 15,39B,42,839069,F,ampara
Ninthavur 15,39B,61/2,25599,F,ampara
Ninthavur 15,39B,67,30095,F,ampara
Ninthavur 15,39B,76/A,839952,F,ampara
Ninthavur 15,39B,135/1,661657,M,ampara
Ninthavur 15,39B,152,660376,M,ampara
Ninthavur 15,39B,204/1,943169,F,ampara
Ninthavur 16,38B,61/A,363088,M,ampara
Ninthavur 16,38B,77/B,329959,M,ampara
Ninthavur 16,38B,83,386807,M,ampara
Ninthavur 16,38B,88/C,113080,F,ampara
Ninthavur 16,38B,147/1,646208,F,ampara
Ninthavur 16,38B,158/A,763102,F,ampara
Ninthavur 16,38B,182/B/1,148292,F,ampara
Ninthavur 16,38B,206/A,24045,M,ampara
Ninthavur 17,38C,72,593333,M,ampara
Ninthavur 17,38C,87,957220,M,ampara
Ninthavur 17,38C,124,749987,M,ampara
Ninthavur 17,38C,148,55178,M,ampara
Ninthavur 17,38C,156,238937,M,ampara
Ninthavur 17,38C,169/A,311716,F,ampara
Ninthavur 17,38C,187/B,513521,M,ampara
Ninthavur 18,37D,04/A,22004,M,ampara
Ninthavur 18,37D,88/A,325437,F,ampara
Ninthavur 18,37D,111/A,389638,M,ampara
Ninthavur 18,37D,164/B,565474,F,ampara
Ninthavur 18,37D,172,358480,M,ampara
Ninthavur 20,38D,4/A,459099,M,ampara
Ninthavur 20,38D,20,823240,M,ampara
Ninthavur 20,38D,31/A,543983,M,ampara
Ninthavur 20,38D,106,578785,F,ampara
Ninthavur 20,37E,8/C,70196,F,ampara
Ninthavur 20,37E,24,201211,M,ampara
Ninthavur 20,37E,37,947417,F,ampara
Ninthavur 20,37E,95/B,165432,F,ampara
Ninthavur 20,37E,100,492043,M,ampara
Ninthavur 20,37E,148/A,493365,M,ampara
Ninthavur 21,37F,2/A,233144,F,ampara
Ninthavur 21,37F,9/C,155142,M,ampara
Ninthavur 21,37F,21,646480,F,ampara
Ninthavur 21,37F,24,678302,M,ampara
Ninthavur 21,37F,67/B,831298,M,ampara
Ninthavur 21,37F,78/A,60716,M,ampara
Ninthavur 21,37F,80/E,176547,F,ampara
Ninthavur 21,37F,89/A,875345,F,ampara
Ninthavur 21,37F,92/B,788720,F,ampara
Ninthavur 22,37G,1,381963,M,ampara
Ninthavur 22,37G,41/1,514054,F,ampara
Ninthavur 22,37G,47/A,357251,M,ampara
Ninthavur 22,37G,68/1/A,884072,F,ampara
Ninthavur 22,37G,79/C/5,170488,F,ampara
Ninthavur 22,37G,93/1,62464,M,ampara
Ninthavur 22,37G,106/3/1,702955,F,ampara
Ninthavur 22,37G,106/A,193850,M,ampara
Ninthavur 22,37G,183/1,841707,F,ampara
Ninthavur 22,37G,216,716441,M,ampara
Ninthavur 22,37G,227/8,898680,M,ampara
Ninthavur 22,37G,236/9,603292,M,ampara
Ninthavur 22,37G,249/2,970822,F,ampara
Ninthavur 23,36A,46,502714,M,ampara
Ninthavur 23,36A,88/A,390650,M,ampara
Ninthavur 23,36A,173/2,604078,F,ampara
Ninthavur 23,36A,204/11/C,970547,F,ampara
Ninthavur 23,36A,204/24,914049,M,ampara
Ninthavur 23,36A,204/34/B,49417,M,ampara
Ninthavur 23,36A,205/5/B,447254,M,ampara
Ninthavur 23,36A,209,173398,M,ampara
Ninthavur 23,36A,208/B,823233,M,ampara
Ninthavur 23,36A,216/16/1,357351,F,ampara
Ninthavur 24,39C,12,608496,F,ampara
Ninthavur 24,39C,60/1,294655,M,ampara
Ninthavur 24,39C,123,689097,M,ampara
Ninthavur 25,38E,4,26662,M,ampara
Karaitheevu 01,44,20,515188,M,ampara
Karaitheevu 01,44,69/A,189099,F,ampara
Karaitheevu 01,44,60/A,82584,F,ampara
Karaitheevu 01,44,98,581269,M,ampara
Karaitheevu 01,44,114/A,754050,F,ampara
Karaitheevu 01,44,116/A,308990,M,ampara
Karaitheevu 01,44,147,433809,F,ampara
Karaitheevu 01,44,188/A,303177,F,ampara
Karaitheevu 01,44,204,48825,F,ampara
Karaitheevu 01,44,203/A,72220,M,ampara
Karaitheevu 01,44,225/A,565164,F,ampara
Karaitheevu 02,45,3/B,980714,M,ampara
Karaitheevu 02,45,57/1,486918,F,ampara
Karaitheevu 02,45,72/1,661280,M,ampara
Karaitheevu 02,45,99,544043,M,ampara
Karaitheevu 02,45,110/A/1,113697,F,ampara
Karaitheevu 03,45A,255,860284,M,ampara
Karaitheevu 03,45A,264,955134,F,ampara
Karaitheevu 04,45B,112,959324,M,ampara
Karaitheevu 04,45B,137,327244,M,ampara
Karaitheevu 04,45B,177,478123,M,ampara
Karaitheevu 05,45C,79,810781,F,ampara
Karaitheevu 05,45C,106,321725,M,ampara
Karaitheevu 05,45C,160/A,70040,M,ampara
Karaitheevu 05,45C,211,586411,F,ampara
Karaitheevu 05,45C,218,867552,M,ampara
Karaitheevu 05,45C,218,938643,M,ampara
Karaitheevu 06,44D,14,959955,F,ampara
Karaitheevu 06,44D,40,464447,F,ampara
Karaitheevu 06,44D,42/B,537671,M,ampara
Karaitheevu 06,44D,127,268843,M,ampara
Karaitheevu 06,44D,130,844805,F,ampara
Karaitheevu 06,44D,157,629869,M,ampara
Karaitheevu 06,44D,168/A,559100,M,ampara
Karaitheevu 06,44D,176,257705,F,ampara
Karaitheevu 07,42,20/B,25725,F,ampara
Karaitheevu 07,42,72,8542,M,ampara
Karaitheevu 07,42,115/A,79713,F,ampara
Karaitheevu 07,42,168,614969,F,ampara
Karaitheevu 07,42,176,145792,M,ampara
Karaitheevu 07,42,208,916400,M,ampara
Karaitheevu 07,42,237/A,724542,M,ampara
Karaitheevu 07,42,267,513896,M,ampara
Karaitheevu 08,42B,31/A,11787,M,ampara
Karaitheevu 08,42B,56,61280,F,ampara
Karaitheevu 08,42B,77/A,800939,F,ampara
Karaitheevu 08,42B,77/C,136429,M,ampara
Karaitheevu 08,42B,94/C,704784,M,ampara
Karaitheevu 08,42B,134/B,890214,M,ampara
Karaitheevu 08,42B,148/B,913168,F,ampara
Karaitheevu 08,42B,236,45373,M,ampara
Karaitheevu 08,42B,90/A,850663,M,ampara
Karaitheevu 08,42B,109/A,341596,M,ampara
Karaitheevu 08,42B,124/A,655831,F,ampara
Karaitheevu 08,42B,135,611005,M,ampara
Karaitheevu 08,42B,148,963146,F,ampara
Karaitheevu 08,42B,160/A,996268,M,ampara
Karaitheevu 08,42B,214,160027,M,ampara
Karaitheevu 09,42C,180,811903,M,ampara
Karaitheevu 10,42A,20,543172,F,ampara
Karaitheevu 10,42A,26/1,67931,M,ampara
Karaitheevu 10,42A,34/A,500011,M,ampara
Karaitheevu 10,42A,38,449051,F,ampara
Karaitheevu 10,42A,87,984725,F,ampara
Karaitheevu 10,42A,89/A,2880,F,ampara
Karaitheevu 10,42A,122/A,256143,F,ampara
Karaitheevu 10,42A,124/B,637021,F,ampara
Karaitheevu 10,42A,156/A,124465,M,ampara
Karaitheevu 11,42D,1-May,448296,F,ampara
Karaitheevu 11,42D,53/A,194854,F,ampara
Karaitheevu 11,42D,54/A,482556,F,ampara
Karaitheevu 11,42D,61/A,75566,M,ampara
Karaitheevu 11,42D,76/B,372600,M,ampara
Karaitheevu 11,42D,84,465654,F,ampara
Karaitheevu 11,42D,95,308442,M,ampara
Karaitheevu 11,42D,105/A,134457,M,ampara
Karaitheevu 11,42D,140/A,689698,F,ampara
Karaitheevu 11,42D,149/C,548852,M,ampara
Karaitheevu 11,42D,155/C/1,292238,F,ampara
Karaitheevu 11,42D,166,436878,F,ampara
Karaitheevu 11,42D,205,516023,M,ampara
Karaitheevu 12,42E,17/A,855087,M,ampara
Karaitheevu 12,42E,57/C,224735,M,ampara
Karaitheevu 12,42E,83/I,206833,F,ampara
Karaitheevu 12,42E,84/B,726434,F,ampara
Karaitheevu 12,42E,107,555688,M,ampara
Karaitheevu 12,42E,166,165745,F,ampara
Karaitheevu 12,42E,171/B,11473,M,ampara
Karaitheevu 12,42E,172/B,481335,M,ampara
Karaitheevu 12,42E,188/B,691766,M,ampara
Karaitheevu 12,42E,200/C,11708,M,ampara
Karaitheevu 12,42E,203/E,730841,F,ampara
Karaitheevu 12,42E,223/C,646657,M,ampara
Karaitheevu 12,42E,231/C,255947,M,ampara
Maligaikadu West,44A,44,762820,M,ampara
Maligaikadu West,44A,131,636589,F,ampara
Maligaikadu West,44A,138/A,599652,M,ampara
Maligaikadu West,44A,182,685889,M,ampara
Maligaikadu West,44A,331/2,773530,F,ampara
Maligaikadu West,44A,338,297130,F,ampara
Maligaikadu West,44A,343/A,790028,M,ampara
Maligaikadu Central,44B,212/2,121325,F,ampara
Maligaikadu Central,44B,216/E,835778,F,ampara
Maligaikadu Central,44B,217/2/A,526368,F,ampara
Maligaikadu Central,44B,249/9,329570,M,ampara
Maligaikadu Central,44B,300/1,781436,M,ampara
Maligaikadu East,44C,11/A,519530,F,ampara
Maligaikadu East,44C,32/C,727811,M,ampara
Maligaikadu East,44C,185,862513,F,ampara
Maligaikadu East,44C,244,919205,F,ampara
Maligaikadu East,44C,244/A,216714,M,ampara
Mavadipalli East,43,6,954449,M,ampara
Mavadipalli East,43,27,155879,F,ampara
Mavadipalli East,43,37,431787,M,ampara
Mavadipalli East,43,160,428156,F,ampara
Mavadipalli East,43,171/B,752909,M,ampara
Mavadipalli East,43,264/B,322810,F,ampara
Mavadipalli East,43,384,227720,M,ampara
Mavadipalli East,43,300/B,97748,F,ampara
Mavadipalli West,43A,46,791275,M,ampara
Mavadipalli West,43A,56,525480,F,ampara
Mavadipalli West,43A,62,280235,M,ampara
Mavadipalli West,43A,79/A,163771,M,ampara
Mavadipalli West,43A,95,396707,M,ampara
Mavadipalli West,43A,95,672128,M,ampara
Mavadipalli West,43A,125,151823,M,ampara
Mavadipalli West,43A,138,114231,M,ampara
Mavadipalli West,43A,160/1,121701,M,ampara
Mavadipalli West,43A,162,398111,M,ampara
Mavadipalli West,43A,174,35612,F,ampara
Mavadipalli West,43A,177/A,710275,F,ampara
Mavadipalli West,43A,183/A,241323,F,ampara
Mavadipalli West,43A,188,552536,F,ampara
Mavadipalli West,43A,189/A,982446,M,ampara
Mavadipalli West,43A,204/B,967868,M,ampara
Mavadipalli West,43A,211,21647,M,ampara
Pothuvil 01 / Unit 1,P/01,9/A,967145,F,ampara
Pothuvil 01 / Unit 1,P/01,13,58706,M,ampara
Pothuvil 01 / Unit 1,P/01,36,802729,M,ampara
Pothuvil 01 / Unit 1,P/01,38/A,728333,M,ampara
Pothuvil 01 / Unit 1,P/01,74/A,569697,M,ampara
Pothuvil 01 / Unit 1,P/01,82/B,21552,F,ampara
Pothuvil 01 / Unit 1,P/01,114/A,809920,M,ampara
Pothuvil 01 / Unit 1,P/01,125/A,811389,F,ampara
Pothuvil 01 / Unit 1,P/01,127,834406,F,ampara
Pothuvil 01 / Unit 1,P/01,128,502388,F,ampara
Pothuvil 01 / Unit 1,P/01,151,141015,M,ampara
Pothuvil 01/ Unit 2,P/02,18,414794,F,ampara
Pothuvil 01/ Unit 2,P/02,56,18916,F,ampara
Pothuvil 01/ Unit 2,P/02,96,479235,M,ampara
Pothuvil 01/ Unit 2,P/02,142,305123,M,ampara
Pothuvil 01/ Unit 2,P/02,185/B,623178,M,ampara
Pothuvil 01/ Unit 2,P/02,213,286590,M,ampara
Pothuvil 01/ Unit 2,P/02,224,960490,F,ampara
Pothuvil 01/ Unit 2,P/02,226/A,174017,F,ampara
pothuvil 01/ Unit 3,P/03,65,208891,F,ampara
pothuvil 01/ Unit 3,P/03,75,661872,F,ampara
pothuvil 01/ Unit 3,P/03,99/A,903743,F,ampara
pothuvil 01/ Unit 3,P/03,113/B,234036,M,ampara
pothuvil 01/ Unit 3,P/03,115/C,195975,F,ampara
pothuvil 01/ Unit 3,P/03,134/2,895487,M,ampara
pothuvil 01/ Unit 3,P/03,137,950458,F,ampara
pothuvil 01/ Unit 3,P/03,144,372558,M,ampara
pothuvil 01/ Unit 3,P/03,173/1,89609,M,ampara
pothuvil 01/ Unit 3,P/03,181/B,324262,F,ampara
pothuvil 01/ Unit 3,P/03,188/1,701262,M,ampara
pothuvil 01/ Unit 3,P/03,201/D,304256,F,ampara
Jalaldeen Square,P/04,1-Jan,547535,F,ampara
Jalaldeen Square,P/04,4-Mar,114352,M,ampara
Jalaldeen Square,P/04,74/3,130599,F,ampara
Jalaldeen Square,P/04,83/3,865042,M,ampara
Jalaldeen Square,P/04,94,709124,F,ampara
Jalaldeen Square,P/04,102/A,837352,M,ampara
Jalaldeen Square,P/04,143/4,503051,M,ampara
Jalaldeen Square,P/04,146/4,980032,M,ampara
Jalaldeen Square,P/04,154/3,634961,F,ampara
Jalaldeen Square,P/04,157,36555,M,ampara
Jalaldeen Square,P/04,167/1,974949,F,ampara
Jalaldeen Square,P/04,185,162720,M,ampara
SarvodayapuraF,P/05,16,680489,F,ampara
SarvodayapuraF,P/05,38,371971,M,ampara
SarvodayapuraF,P/05,45/1,952389,M,ampara
SarvodayapuraF,P/05,63,62870,F,ampara
SarvodayapuraF,P/05,78,863267,F,ampara
SarvodayapuraF,P/05,93,657702,M,ampara
SarvodayapuraF,P/05,126/2,618381,F,ampara
SarvodayapuraF,P/05,169/1/1,333929,F,ampara
SarvodayapuraF,P/05,261,523896,M,ampara
SarvodayapuraF,P/05,273/5,823864,F,ampara
SarvodayapuraF,P/05,312/1,224689,F,ampara
SarvodayapuraF,P/05,313/2,840577,M,ampara
SarvodayapuraF,P/05,356/1,725783,M,ampara
SarvodayapuraF,P/05,375/1,883955,F,ampara
SarvodayapuraF,P/05,401/2,707100,M,ampara
SarvodayapuraF,P/05,405,975747,M,ampara
SarvodayapuraF,P/05,430/1,832146,M,ampara
Sinna Ullai,P/18,28,107307,M,ampara
Sinna Ullai,P/18,65,641560,F,ampara
Sinna Ullai,P/18,71,487270,M,ampara
Sinna Ullai,P/18,.,843637,M,ampara
Sinna Ullai,P/18,.,590308,F,ampara
Sinna Ullai,P/18,96,644213,F,ampara
Sinna Ullai,P/18,167,54919,M,ampara
Sinna Ullai,P/18,183,385492,M,ampara
Sinna Ullai,P/18,388,241649,M,ampara
Sinna Ullai,P/18,374/1,188470,M,ampara
SarvodayapuraF,P/05,28/2,139591,M,ampara
SarvodayapuraF,P/05,81,832837,F,ampara
Pasarichchenai,P/20,5,611220,F,ampara
Pasarichchenai,P/20,71/1,668373,M,ampara
Pasarichchenai,P/20,91,680007,M,ampara
Pasarichchenai,P/20,117,958762,M,ampara
Pasarichchenai,P/20,150/1,115020,M,ampara
Pasarichchenai,P/20,151,938362,M,ampara
Pasarichchenai,P/20,164/1,627621,M,ampara
Pasarichchenai,P/20,183,129402,M,ampara
Pasarichchenai,P/20,204/1,218798,M,ampara
Pasarichchenai,P/20,213,81702,F,ampara
Pasarichchenai,P/20,226,630868,M,ampara
Pasarichchenai,P/20,238,241808,M,ampara
Pasarichchenai,P/20,257,999644,M,ampara
Pasarichchenai,P/20,273/1,92882,F,ampara
Sinna Puthukkudiyiruppu,P/06,4,540887,M,ampara
Sinna Puthukkudiyiruppu,P/06,11,328052,M,ampara
Sinna Puthukkudiyiruppu,P/06,40,912725,M,ampara
Sinna Puthukkudiyiruppu,P/06,48/1,332423,F,ampara
Sinna Puthukkudiyiruppu,P/06,83/2,684919,F,ampara
Sinna Puthukkudiyiruppu,P/06,86,881711,M,ampara
Sinna Puthukkudiyiruppu,P/06,130,608660,M,ampara
Sinna Puthukkudiyiruppu,P/06,132,394874,M,ampara
Sinna Puthukkudiyiruppu,P/06,164/1,999731,M,ampara
Sinna Puthukkudiyiruppu,P/06,212,467207,F,ampara
Sinna Puthukkudiyiruppu,P/06,223,299383,M,ampara
Sinna Puthukkudiyiruppu,P/06,237,156168,M,ampara
Sinna Puthukkudiyiruppu,P/06,283,535806,F,ampara
Sinna Puthukkudiyiruppu,P/06,287,231557,M,ampara
Sinna Puthukkudiyiruppu,P/06,387/1,857813,M,ampara
Sinna Puthukkudiyiruppu,P/06,326/2,941335,M,ampara
Sinna Puthukkudiyiruppu,P/06,346/1,969804,F,ampara
Sinna Puthukkudiyiruppu,P/06,353,224924,M,ampara
Sinna Puthukkudiyiruppu,P/06,355/2,160695,F,ampara
Pothuvil 02 / Unit 2,P/07,3/D,7362,M,ampara
Pothuvil 02 / Unit 2,P/07,10/B,705102,M,ampara
Pothuvil 02 / Unit 2,P/07,12/D,372249,F,ampara
Pothuvil 02 / Unit 2,P/07,15,946371,M,ampara
Pothuvil 02 / Unit 2,P/07,18/B,896064,F,ampara
Pothuvil 02 / Unit 2,P/07,30,610532,F,ampara
Pothuvil 02 / Unit 2,P/07,88/B,159640,F,ampara
Pothuvil 02 / Unit 2,P/07,168/A,309984,F,ampara
Pothuvil 08 / Unit 2,P/08,7,343860,M,ampara
Pothuvil 08 / Unit 2,P/08,9,453872,F,ampara
Pothuvil 08 / Unit 2,P/08,51,773023,M,ampara
Pothuvil 08 / Unit 2,P/08,74,529808,M,ampara
Pothuvil 08 / Unit 2,P/08,154,667725,F,ampara
Pothuvil 08 / Unit 2,P/08,171,500513,M,ampara
Pothuvil 08 / Unit 2,P/08,174,244178,F,ampara
HidayapuraF 1,P/20,40,642085,F,ampara
HidayapuraF 1,P/20,53/5,549498,M,ampara
HidayapuraF 1,P/20,60,137885,M,ampara
HidayapuraF 1,P/20,83/1,27629,M,ampara
HidayapuraF 1,P/20,90/A,693006,F,ampara
HidayapuraF 1,P/20,90/B,211796,F,ampara
HidayapuraF 1,P/20,97/A,961806,F,ampara
HidayapuraF 1,P/20,133,914041,F,ampara
HidayapuraF 1,P/20,137,349596,M,ampara
HidayapuraF 1,P/20,137,115357,F,ampara
HidayapuraF 1,P/20,154/A/3,415591,F,ampara
HidayapuraF 1,P/20,177/6,124621,M,ampara
HidayapuraF 1,P/20,206,778969,F,ampara
HidayapuraF 1,P/20,207/1,360449,M,ampara
HidayapuraF 1,P/20,236/A,122430,M,ampara
HidayapuraF 1,P/20,254,2410,M,ampara
HidayapuraF 2,P/21,2,88891,M,ampara
HidayapuraF 2,P/21,1-Mar,730081,F,ampara
HidayapuraF 2,P/21,89,672717,F,ampara
HidayapuraF 2,P/21,112/1,190854,M,ampara
HidayapuraF 2,P/21,200/2,879934,F,ampara
HidayapuraF 2,P/21,212,9841,F,ampara
HidayapuraF 2,P/21,237/4,339664,M,ampara
HidayapuraF 2,P/21,238/1,622024,F,ampara
HidayapuraF 2,P/21,264/1,351072,F,ampara
HidayapuraF 2,P/21,282,388477,F,ampara
Rasak Moulana Nagar,P/27,10,78195,M,ampara
Rasak Moulana Nagar,P/27,72/E,707281,F,ampara
Rasak Moulana Nagar,P/27,74/B,809139,M,ampara
Rasak Moulana Nagar,P/27,134/A,642434,F,ampara
Rasak Moulana Nagar,P/27,154/A,915109,M,ampara
Rasak Moulana Nagar,P/27,158,207772,M,ampara
Rasak Moulana Nagar,P/27,177/B,623283,F,ampara
Rasak Moulana Nagar,P/27,207/1,234918,M,ampara
Rasak Moulana Nagar,P/27,225/E/1,933515,M,ampara
Rasak Moulana Nagar,P/27,234/C,640940,F,ampara
Rasak Moulana Nagar,P/27,248/B,64213,F,ampara
Rasak Moulana Nagar,P/27,248/C,832208,M,ampara
Rasak Moulana Nagar,P/27,276/A,58546,M,ampara
Rasak Moulana Nagar,P/27,280/A,814029,M,ampara
Rasak Moulana Nagar,P/27,338/A,674574,M,ampara
Rasak Moulana Nagar,P/27,337/E,206043,M,ampara
Rasak Moulana Nagar,P/27,388/A,849185,F,ampara
Rasak Moulana Nagar,P/27,440/A,604896,M,ampara
Rasak Moulana Nagar,P/27,443/A,407330,M,ampara
Rasak Moulana Nagar,P/27,447/A,435659,F,ampara
Hijra Nagar,P/26,40,178036,M,ampara
Hijra Nagar,P/26,42/2,882272,M,ampara
Hijra Nagar,P/26,62,526519,M,ampara
Hijra Nagar,P/26,68,915633,M,ampara
Hijra Nagar,P/26,77,205934,M,ampara
Hijra Nagar,P/26,230/2,847094,M,ampara
Sangaman Kandy,P/22,48,358956,M,ampara
Sangaman Kandy,P/22,149,892465,F,ampara
Sangaman Kandy,P/22,202,228901,M,ampara
Sangaman Kandy,P/22,211,13850,M,ampara
Komarie 01,P/23,20,300152,F,ampara
Komarie 01,P/23,51,355732,F,ampara
Komarie 01,P/23,73,553817,F,ampara
Komarie 01,P/23,93,901171,F,ampara
Komarie 01,P/23,100,849866,F,ampara
Komarie 01,P/23,139,651283,F,ampara
Komarie 01,P/23,174/A,975383,F,ampara
Komarie 01,P/23,241,971744,F,ampara
Komarie 01,P/23,286,814763,M,ampara
Komarie 01,P/23,289,906361,M,ampara
Komarie 01,P/23,335,92359,F,ampara
Komarie 01,P/23,355,606240,M,ampara
Komarie 01,P/23,390,38284,F,ampara
Komarie 01,P/23,421,642353,M,ampara
Komarie 02,P/24,52,107669,M,ampara
Komarie 02,P/24,79/A,735926,M,ampara
Komarie 02,P/24,94,505102,M,ampara
Komarie 02,P/24,99,788598,M,ampara
Komarie 02,P/24,103,920670,M,ampara
Komarie 02,P/24,165,91051,F,ampara
Komarie 02,P/24,228,122870,F,ampara
Komarie 02,P/24,311,749870,M,ampara
Komarie 02,P/24,404,133715,M,ampara
Komarie 02,P/24,417,432377,F,ampara
KanagarkiramaF,P/25,25/A,332282,M,ampara
KanagarkiramaF,P/25,34,131446,F,ampara
KanagarkiramaF,P/25,38/B,476563,F,ampara
KanagarkiramaF,P/25,71/A,987051,F,ampara
KanagarkiramaF,P/25,134,806159,M,ampara
KanagarkiramaF,P/25,142,661671,M,ampara
KanagarkiramaF,P/25,149/A,70107,F,ampara
KanagarkiramaF,P/25,151,793258,M,ampara
KanagarkiramaF,P/25,204,156020,F,ampara
Inspector EthaF,P/10,36/B/1,708454,M,ampara
Inspector EthaF,P/10,38/A,776987,M,ampara
Inspector EthaF,P/10,63,789531,F,ampara
Inspector EthaF,P/10,100,526805,M,ampara
Inspector EthaF,P/10,107,854877,M,ampara
Inspector EthaF,P/10,117,283051,M,ampara
Inspector EthaF,P/10,159,390458,M,ampara
Inspector EthaF,P/10,230,881586,M,ampara
Inspector EthaF,P/10,271,904501,M,ampara
AliF Nagar,AP/20A/4,3-Jul,57759,M,ampara
AliF Nagar,AP/20A/4,10,566808,M,ampara
AliF Nagar,AP/20A/4,28,342791,M,ampara
AliF Nagar,AP/20A/4,39/4,129345,M,ampara
AliF Nagar,AP/20A/4,51,689947,F,ampara
AliF Nagar,AP/20A/4,74/E,134556,F,ampara
AliF Nagar,AP/20A/4,83/4,445220,F,ampara
AliF Nagar,AP/20A/4,83/B,941966,M,ampara
AliF Nagar,AP/20A/4,89,70643,F,ampara
AliF Nagar,AP/20A/4,155,117570,F,ampara
Town Division 01,AP/15A,95,938151,F,ampara
Town Division 01,AP/15A,115,729060,M,ampara
Town Division 01,AP/15A,141,369161,F,ampara
